id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
5572,Next to or adjoining something else.,他の何かの隣または隣。,adjective,2529,NULL
5573,(of angles) having a common vertex and a common side.,（角度の）共通の頂点と共通の辺を持っています。,adjective,2529,NULL
5574,Relating to mental illness or its treatment.,精神疾患またはその治療に関すること。,adjective,2530,NULL
5575,"An arrangement of elements in a particular form, figure, or combination.",特定の形式、図、または組み合わせの要素の配置。,noun,2531,NULL
5576,"Plants considered collectively, especially those found in a particular area or habitat.",植物、特に特定の地域または生息地で見つかったものをまとめて検討しました。,noun,2532,NULL
5577,The action or process of vegetating.,植物の行動またはプロセス。,noun,2532,NULL
5578,An abnormal growth on or in the body.,体内または体内の異常な成長です。,noun,2532,NULL
5579,"Very strange or unusual, especially so as to cause interest or amusement.",非常に奇妙なまたは珍しい、特に興味や娯楽を引き起こすため。,adjective,2533,NULL
5580,"The basic physical and organizational structures and facilities (e.g. buildings, roads, power supplies) needed for the operation of a society or enterprise.",社会または企業の運営に必要な基本的な物理的および組織的構造および設備（建物、道路、電源など）。,noun,2534,NULL
5581,"A membranous sac in humans and other animals, in which urine is collected for excretion.",人間や他の動物の膜性嚢で、尿が排泄されます。,noun,2535,NULL
5582,Anything inflated and hollow.,何も膨張し、中空。,noun,2535,NULL
5583,The start or beginning of something.,何かの始まりまたは始まり。,noun,2536,NULL
5584,"Something that is usual, typical, or standard.",通常、典型的、または標準的なもの。,noun,2537,NULL
5585,"The product of a complex number and its conjugate, equal to the sum of the squares of its real and imaginary components, or the positive square root of this sum.",複素数とその共役の積で、実数部と虚数部の2乗の合計、またはこの合計の正の平方根に等しくなります。,noun,2537,NULL
5586,The quality of being trusted and believed in.,信頼され、信じられている品質。,noun,2538,NULL
5587,Resistant to a particular infection or toxin owing to the presence of specific antibodies or sensitized white blood cells.,特定の抗体または感作白血球の存在により、特定の感染または毒素に対して耐性があります。,adjective,2539,NULL
5588,Originating or occurring naturally in a particular place; native.,特定の場所で自然に発生または発生する。ネイティブ。,adjective,2540,NULL
5589,Capable of working successfully; feasible.,正常に機能することができます。実現可能。,adjective,2541,NULL
5590,"The confidence, enthusiasm, and discipline of a person or group at a particular time.",特定の時点における個人またはグループの自信、熱意、および規律。,noun,2542,NULL
5591,Being a part of a whole.,全体の一部であること。,adjective,2545,NULL
5592,Being a voting member of a community or organization and having the power to appoint or elect.,コミュニティまたは組織の投票メンバーであり、指名または選択する権限を持っている。,adjective,2545,NULL
5593,A member of a constituency.,選挙区のメンバー。,noun,2545,NULL
5594,A component part of something.,何かの構成要素。,noun,2545,NULL
5595,Relating to or situated on the edge or periphery of something.,何かの縁や周辺に関連している、または位置している。,adjective,2546,NULL
5596,A peripheral device.,周辺機器。,noun,2546,NULL
5597,"Relating to sight, especially in relation to the physical action of light.",特に光の物理的作用に関連して、視覚に関連する。,adjective,2547,NULL
5598,Operating in or employing the visible part of the electromagnetic spectrum.,電磁スペクトルの可視部分での使用または使用。,adjective,2547,NULL
5599,A builder and worker in stone.,ビルダーと石の労働者。,noun,2548,NULL
5600,A Freemason.,フリーメーソン。,noun,2548,NULL
5601,Build from or strengthen with stone.,石から構築するか、石で強化します。,transitive verb,2548,NULL
5602,A system of religious veneration and devotion directed toward a particular figure or object.,特定の人物やオブジェクトに向けられた宗教的崇拝と献身のシステム。,noun,2549,NULL
5603,Never done or known before.,これまでに行われたことも知られたこともありません。,adjective,2551,NULL
5604,"The chemical element of atomic number 7, a colorless, odorless unreactive gas that forms about 78 percent of the earth's atmosphere. Liquid nitrogen (made by distilling liquid air) boils at 77.4 kelvins (−195.8°C) and is used as a coolant.",地球の大気の約78％を形成する無色、無臭の非反応性ガスである原子番号7の化学要素。液体窒素（液体空気を蒸留して作られる）は77.4ケルビン（-195.8°C）で沸騰し、冷却剤として使用されます。,noun,2552,NULL
5605,"Famous or well known, typically for some bad quality or deed.",有名またはよく知られており、通常は品質が悪いか行為です。,adjective,2553,NULL
5606,"The carrying of people, goods, or materials from one place to another.",人、物、物資をある場所から別の場所に運ぶこと。,noun,2554,NULL
5607,An act of passing through or across a place.,場所を通過または横切る行為。,noun,2554,NULL
5608,A tool used by surveyors to measure horizontal angles.,測量士が水平角を測定するために使用するツール。,noun,2554,NULL
5609,The support given by a patron.,常連客によるサポート。,noun,2555,NULL
5610,The power to control appointments to office or the right to privileges.,オフィスへのアポイントメントまたは特権の権利を制御する権限。,noun,2555,NULL
5611,A patronizing or condescending manner.,ひいきにするか、または下劣な方法。,noun,2555,NULL
5612,"The regular business given to a store, restaurant, or public service by a person or group.",人またはグループによって店舗、レストラン、または公共サービスに与えられる通常のビジネス。,noun,2555,NULL
5613,(in ancient Rome) the rights and duties or the position of a patron.,（古代ローマでは）権利と義務または常連客の地位。,noun,2555,NULL
5614,An earlier event or action that is regarded as an example or guide to be considered in subsequent similar circumstances.,後続の同様の状況で検討される例またはガイドと見なされる以前のイベントまたはアクション。,noun,2556,NULL
5615,"Preceding in time, order, or importance.",時間、順序、または重要度の先行。,adjective,2556,NULL
5616,Erode the base or foundation of (a rock formation),（岩層）の基盤または基盤を侵食する,transitive verb,2557,NULL
5617,"Lessen the effectiveness, power, or ability of, especially gradually or insidiously.",特に徐々にまたは陰湿に、の有効性、パワー、または能力を低下させます。,transitive verb,2557,NULL
5618,Farm animals regarded as an asset.,家畜を資産とみなした。,noun,2558,NULL
5619,Not valid or legally binding.,有効または法的拘束力はありません。,adjective,2559,NULL
5620,Completely empty.,完全に空です。,adjective,2559,NULL
5621,(in bridge and whist) having been dealt no cards in a particular suit.,（ブリッジとホイスト）特定のスーツでカードが配られなかった。,adjective,2559,NULL
5622,A completely empty space.,完全に空のスペース。,noun,2559,NULL
5623,(in bridge and whist) a suit in which a player is dealt no cards.,（ブリッジとホイスト）プレイヤーにカードが配られないスーツ。,noun,2559,NULL
5624,Declare that (something) is not valid or legally binding.,（何か）が有効ではない、または法的拘束力がないことを宣言します。,transitive verb,2559,NULL
5625,"Discharge or drain away (water, gases, etc.)",排出または排水（水、ガスなど）,transitive verb,2559,NULL
5626,Possible to do easily or conveniently.,簡単・便利に行えます。,adjective,2560,NULL
5627,Severe or bare in appearance or outline.,外観または輪郭が重度または裸。,adjective,2561,NULL
5628,Complete; sheer.,コンプリート;薄手の。,adjective,2561,NULL
5629,"Stiff, rigid, or incapable of movement.",硬い、硬い、または動きができない。,adjective,2561,NULL
5630,"The beginning of something, especially something unpleasant.",何かの始まり、特に不快なもの。,noun,2562,NULL
5631,"A hard sedimentary rock, composed mainly of calcium carbonate or dolomite, used as building material and in the making of cement.",炭酸カルシウムまたはドロマイトを主成分とする硬い堆積岩で、建築材料やセメントの製造に使用されます。,noun,2563,NULL
5632,Occurring or done before the usual or proper time; too early.,通常または適切な時間の前に発生または実行された。早すぎる。,adjective,2564,NULL
5633,About to happen.,もうすぐ起こります。,adjective,2565,NULL
5634,Overhanging.,オーバーハング。,adjective,2565,NULL
5635,"The arrival of a notable person, thing, or event.",著名な人物、物、またはイベントの到着。,noun,2566,NULL
5636,(of an argument or statement) seeming reasonable or probable.,（議論または陳述の）合理的または可能性があると思われる。,adjective,2567,NULL
5637,"Likely to or liable to suffer from, do, or experience something, typically something regrettable or unwelcome.",何か、通常は後悔するか、歓迎されない何かに苦しむ、行う、または経験する可能性が高い、またはその傾向がある。,adjective,2568,NULL
5638,"Lying flat, especially face downward.",特に横向きで横になります。,adjective,2568,NULL
5639,"A sudden powerful forward or upward movement, especially by a crowd or by a natural force such as the waves or tide.",特に群集または波や潮のような自然の力による、突然の強力な前進または上向きの動き。,noun,2570,NULL
5640,(of a crowd or a natural force) move suddenly and powerfully forward or upward.,（群集または自然の力の）突然かつ強力に前方または上方に移動します。,intransitive verb,2570,NULL
5641,"Conditions or practices conducive to maintaining health and preventing disease, especially through cleanliness.",特に清潔さを通じて、健康を維持し、病気を予防するのに役立つ条件または慣行。,noun,2571,NULL
5642,Waste water and excrement conveyed in sewers.,下水道で運ばれる廃水と排泄物。,noun,2572,NULL
5643,"Having great power, influence, or effect.",大きな力、影響力、または効果を持っている。,adjective,2573,NULL
5644,(of a male) able to achieve an erection or to reach an orgasm.,（男性の）勃起を達成するか、またはオルガスムに達することができます。,adjective,2573,NULL
5645,Formed of crutch-shaped pieces; (especially of a cross) having a straight bar across the end of each extremity.,松葉杖の形をした作品の形。 （特に十字架の）各端の端を横切る直線の棒を持っています。,adjective,2573,NULL
5646,Of the fur called potent (as a tincture).,（チンキとして）強力なと呼ばれる毛皮の。,adjective,2573,NULL
5647,"Fur resembling vair, but with the alternating pieces T-shaped.",Vairに似た毛皮ですが、T字型に交互になっています。,noun,2573,NULL
5648,"Close observation, especially of a suspected spy or criminal.",特にスパイや犯罪者の疑いがある場合は注意深く観察してください。,noun,2574,NULL
5649,"(of a person or action) showing a lack of experience, wisdom, or judgment.",（人または行動の）経験、知恵、または判断力の欠如を示す。,adjective,2575,NULL
5650,Not easily convinced; having doubts or reservations.,簡単には納得できません。疑問や留保があります。,adjective,2576,NULL
5651,Relating to the theory that certain knowledge is impossible.,特定の知識は不可能であるという理論に関連して。,adjective,2576,NULL
5652,A large natural or artificial lake used as a source of water supply.,水の供給源として使用される大規模な自然湖または人工湖。,noun,2577,NULL
5653,Scattered pieces of waste or remains.,散りばめられた廃棄物や残骸。,noun,2578,NULL
5654,"(of a substance) made by chemical synthesis, especially to imitate a natural product.",（物質の）化学合成によって作られた、特に天然物を模倣するため。,adjective,2579,NULL
5655,(of a proposition) having truth or falsity determinable by recourse to experience.,（命題の）経験に頼ることによって決定可能な真実または虚偽を持っている。,adjective,2579,NULL
5656,(of a language) characterized by the use of inflections rather than word order to express grammatical structure.,（言語の）文法構造を表現するために語順ではなく活用形を使用することを特徴とする。,adjective,2579,NULL
5657,"A synthetic material or chemical, especially a textile fiber.",合成材料または化学物質、特に繊維。,noun,2579,NULL
5658,Believing that people are motivated by self-interest; distrustful of human sincerity or integrity.,人々は自己利益に動機づけられていると信じています。人間の誠実さや誠実さに不信感を抱く。,adjective,2580,NULL
5659,Concerned only with one's own interests and typically disregarding accepted or appropriate standards in order to achieve them.,自分の利益のみに関係し、それらを達成するために一般に受け入れられた基準または適切な基準を無視します。,adjective,2580,NULL
5660,Imperfect or faulty.,不完全または不良。,adjective,2581,NULL
5661,Having mental disabilities.,精神障害がある。,adjective,2581,NULL
5662,A person with mental disabilities.,精神障害のある人。,noun,2581,NULL
5663,Relating to the structure of populations.,人口の構造に関連します。,adjective,2582,NULL
5664,A particular sector of a population.,人口の特定のセクター。,noun,2582,NULL
5665,Following continuously.,引き続きフォロー。,adjective,2584,NULL
5666,Make a choice from a range of possibilities.,さまざまな可能性から選択してください。,intransitive verb,2585,NULL
5667,Altogether; completely.,完全に;完全に。,adverb,2586,NULL
5668,Immediately.,すぐに。,adverb,2586,NULL
5669,Open and direct; not concealed.,オープンでダイレクト。隠されていません。,adjective,2586,NULL
5670,The fact or condition of being severe.,厳しいという事実または状態。,noun,2588,NULL
5671,Relating to or consisting of living cells.,生きている細胞に関連するか、それから成る。,adjective,2589,NULL
5672,"Denoting or relating to a mobile telephone system that uses a number of short-range radio stations to cover the area that it serves, the signal being automatically switched from one station to another as the user travels about.",いくつかの短距離無線局を使用して、サービスを提供するエリアをカバーする携帯電話システムを示し、これに関連します。信号は、ユーザーが移動すると、ある局から別の局に自動的に切り替えられます。,adjective,2589,NULL
5673,"(of a fabric item, such as a blanket or vest) knitted so as to form holes or hollows that trap air and provide extra insulation.",（毛布やベストなどの布地のアイテムの）空気を閉じ込めて余分な断熱を提供する穴やくぼみを形成するように編まれたもの。,adjective,2589,NULL
5674,Consisting of small compartments or rooms.,小さなコンパートメントまたは部屋で構成されています。,adjective,2589,NULL
5675,"Relating to a mother, especially during pregnancy or shortly after childbirth.",特に妊娠中または出産直後の母親との関係。,adjective,2590,NULL
5676,Shared by all members of a community; for common use.,コミュニティのすべてのメンバーが共有します。一般的な使用のため。,adjective,2591,NULL
5677,"(of conflict) between different communities, especially those having different religions or ethnic origins.",（紛争の）異なるコミュニティ間、特に異なる宗教または民族的出身のコミュニティ間。,adjective,2591,NULL
5678,"A large cup, typically cylindrical with a handle and used without a saucer.",大きなカップ。通常はハンドル付きの円筒形で、受け皿なしで使用されます。,noun,2592,NULL
5679,A person's face.,人の顔。,noun,2592,NULL
5680,A stupid or gullible person.,愚かで騙されやすい人。,noun,2592,NULL
5681,A hoodlum or thug.,愚か者や刺客。,noun,2592,NULL
5682,Used to introduce a concession or recognition that something is true or is the case.,何かが真実である、またはそうであるという譲歩または認識を導入するために使用されます。,adverb,2593,NULL
5683,"Increasing or increased in quantity, degree, or force by successive additions.",連続的な追加により、数量、程度、または力が増加または増加した。,adjective,2594,NULL
5684,Hesitating or doubting.,ためらいや疑い。,adjective,2595,NULL
5685,Not to be relied upon; suspect.,依存しないでください。容疑者。,adjective,2595,NULL
5686,Free from an obligation or liability imposed on others.,他人に課せられた義務または責任から解放されます。,adjective,2596,NULL
5687,Free (a person or organization) from an obligation or liability imposed on others.,他人に課せられた義務または責任から（個人または組織）を解放します。,transitive verb,2596,NULL
5688,"A person who is exempt from something, especially the payment of tax.",何か、特に税金の支払いを免除されている人。,noun,2596,NULL
5689,"A collection of historical documents or records providing information about a place, institution, or group of people.",場所、機関、または人々のグループに関する情報を提供する歴史的文書または記録のコレクション。,noun,2598,NULL
5690,Place or store (something) in an archive.,（何か）をアーカイブに配置または保存します。,transitive verb,2598,NULL
5691,Heated disagreement.,熱狂的な意見の相違。,noun,2599,NULL
5692,"An assertion, especially one maintained in argument.",主張、特に議論で維持された主張。,noun,2599,NULL
5693,Subject to chance.,偶然です。,adjective,2600,NULL
5694,Occurring or existing only if (certain circumstances) are the case; dependent on.,（特定の状況）の場合にのみ発生または存在します。に応じて。,adjective,2600,NULL
5695,"A group of people united by some common feature, forming part of a larger group.",より大きなグループの一部を形成する、いくつかの共通機能によって団結した人々のグループ。,noun,2600,NULL
5696,"A first, typical or preliminary model of something, especially a machine, from which other forms are developed or copied.",何か、特に機械の最初の典型的または予備的なモデル。他のフォームがそこから開発またはコピーされます。,noun,2602,NULL
5697,Make a prototype of (a product),（製品）のプロトタイプを作る,transitive verb,2602,NULL
5698,"A chronic or persistent disorder of the mental processes caused by brain disease or injury and marked by memory disorders, personality changes, and impaired reasoning.",脳の疾患または傷害によって引き起こされ、記憶障害、人格の変化、および障害のある推論によって特徴付けられる、精神過程の慢性的または持続的な障害。,noun,2603,NULL
5699,Likely or liable to be influenced or harmed by a particular thing.,特定の事柄に影響または危害を加えられる可能性が高いか、その可能性がある。,adjective,2604,NULL
5700,Capable or admitting of.,できるか認めている。,adjective,2604,NULL
5701,Giving the impression that something harmful or evil is happening or will happen.,有害または悪が発生している、または発生するという印象を与える。,adjective,2605,NULL
5702,"Of, on, or toward the left-hand side (in a coat of arms, from the bearer's point of view, i.e., the right as it is depicted).",の、左側、または左側（紋章では、持ち主の視点から、つまり描かれているとおりの右側）。,adjective,2605,NULL
5703,"Nearness in space, time, or relationship.",空間、時間、または関係の近さ。,noun,2606,NULL
5704,Relating to sound or the sense of hearing.,音や聴覚に関すること。,adjective,2607,NULL
5705,(of popular music or musical instruments) not having electrical amplification.,（ポピュラー音楽または楽器の）電気的増幅がない。,adjective,2607,NULL
5706,The properties or qualities of a room or building that determine how sound is transmitted in it.,音がどのように伝わるかを決定する部屋または建物の特性または品質。,noun,2607,NULL
5707,The branch of physics concerned with the properties of sound.,音の特性に関係する物理学の分野。,noun,2607,NULL
5708,"A musical instrument without electrical amplification, typically a guitar.",電気的増幅のない楽器、通常はギター。,noun,2607,NULL
5709,Having a composed and self-assured manner.,構成された、自己保証された方法を持っています。,adjective,2608,NULL
5710,"Extremely thorough, exhaustive, or accurate.",非常に徹底的、網羅的、または正確。,adjective,2609,NULL
5711,"A disease in which the body’s ability to produce or respond to the hormone insulin is impaired, resulting in abnormal metabolism of carbohydrates and elevated levels of glucose in the blood and urine.",ホルモンのインスリンを生成または反応する身体の能力が損なわれ、その結果、炭水化物の異常な代謝と血中および尿中の高レベルのグルコースが発生する疾患。,noun,2610,NULL
5712,"A respiratory condition marked by spasms in the bronchi of the lungs, causing difficulty in breathing. It usually results from an allergic reaction or other forms of hypersensitivity.",肺の気管支のけいれんが特徴的な呼吸状態で、呼吸困難を引き起こします。これは通常、アレルギー反応または他の形の過敏症から生じます。,noun,2611,NULL
5713,A place of safety or refuge.,安全または避難場所。,noun,2612,NULL
5714,The force or energy with which a body moves.,体が動く力またはエネルギー。,noun,2613,NULL
5715,Sufficient to cause death.,死を引き起こすのに十分です。,adjective,2614,NULL
5716,Belonging naturally; essential.,自然に属する;必須。,adjective,2616,NULL
5717,"A prolonged period of abnormally low rainfall, leading to a shortage of water.",異常に低い降雨が長期間続き、水が不足する。,noun,2618,NULL
5718,Thirst.,渇き。,noun,2618,NULL
5719,"Combative and aggressive in support of a political or social cause, and typically favoring extreme, violent, or confrontational methods.",政治的または社会的原因を支援するための戦闘的で攻撃的であり、通常、極端な方法、暴力的な方法、または対立する方法を好む。,adjective,2619,NULL
5720,A militant person.,好戦的な人。,noun,2619,NULL
5721,(of two things) so opposed in character as to be incapable of existing together.,（2つのことから）一緒に存在することができないほどに性質が反対している。,adjective,2620,NULL
5722,An official order or commission to do something.,何かをするための公式の命令または委員会。,noun,2621,NULL
5723,"The authority to carry out a policy or course of action, regarded as given by the electorate to a candidate or party that is victorious in an election.",選挙で勝利した候補者または政党に有権者から与えられたと見なされる方針または行動方針を実行する権限。,noun,2621,NULL
5724,Give (someone) authority to act in a certain way.,特定の方法で行動する権限を（誰かに）与えます。,transitive verb,2621,NULL
5725,Assign (territory) under a mandate of the League of Nations.,国際連盟の権限の下で（地域）を割り当てます。,transitive verb,2621,NULL
5726,"Difficult to find, catch, or achieve.",見つけ、捕まえ、達成するのが難しい。,adjective,2622,NULL
5727,Relating to sensation or the physical senses; transmitted or perceived by the senses.,感覚や身体感覚に関連する;感覚によって伝達または知覚されます。,adjective,2623,NULL
5728,"A low-ranking noncommissioned officer in the armed forces, in particular (in the US Army) an NCO ranking above private first class and below sergeant or (in the US Marine Corps) an NCO ranking above lance corporal and below sergeant.",特に（米国陸軍では）プライベートファーストクラスを上回り、軍曹を下回るNCO、または（米海兵隊では）槍兵を上回り、軍曹を下回るNCOランクの、軍の低任非就任将校。,noun,2625,NULL
5729,Relating to the human body.,人体に関連しています。,adjective,2625,NULL
5730,A cloth on which the chalice and paten are placed during the celebration of the Eucharist.,聖体拝領のお祝い中にチャリスとパテンが置かれる布。,noun,2625,NULL
5731,Characteristic of or relating to a class or group of things; not specific.,クラスまたは物事のグループの特性または関連;具体的ではない。,adjective,2626,NULL
5732,Relating to a genus.,属に関連しています。,adjective,2626,NULL
5733,A consumer product having no brand name or registered trademark.,ブランド名や登録商標がない消費財。,noun,2626,NULL
5734,Relating to or affecting the muscles.,筋肉に関連または影響を与えること。,adjective,2627,NULL
5735,Shockingly bad or excessive.,ひどく悪いか、または過度。,adjective,2628,NULL
5736,"Very bold, unusual, and startling.",非常に大胆で、珍しく、驚くべきものです。,adjective,2628,NULL
5737,"A unit of 3,000–6,000 men in the ancient Roman army.","古代ローマ軍の3,000〜6,000人の部隊。",noun,2629,NULL
5738,"A vast host, multitude, or number of people or things.",膨大な数のホスト、多数、または多数の人や物。,noun,2629,NULL
5739,Great in number.,数が多い。,adjective,2629,NULL
5740,More important than anything else; supreme.,何よりも重要。最高。,adjective,2630,NULL
5741,"A city in southwestern California, southeast of Los Angeles; population 55,236 (est. 2008).","ロサンゼルスの南東、カリフォルニア南西部の都市。人口55,236（推定2008）。",proper noun,2630,NULL
5742,"A stretch of land, especially with regard to its physical features.",特にその物理的特徴に関して、一続きの土地。,noun,2631,NULL
5743,Perceptible by touch.,触覚で知覚できる。,adjective,2632,NULL
5744,A thing that is perceptible by touch.,触ってわかるもの。,noun,2632,NULL
5745,(of a conclusion or agreement) done or reached decisively and with authority.,（結論または合意の）決定的かつ権限を持って決定または達成された。,adjective,2633,NULL
5746,"(of a postage stamp) for general use and typically of standard design, not special or commemorative.",（郵便切手の）一般的に使用され、通常は標準的なデザインで、特別なものや記念品ではありません。,adjective,2633,NULL
5747,A definitive postage stamp.,決定的な切手。,noun,2633,NULL
5748,A numerical or other measurable factor forming one of a set that defines a system or sets the conditions of its operation.,システムを定義する、またはその動作の条件を設定するセットの1つを形成する数値またはその他の測定可能な要因。,noun,2634,NULL
5749,Of vital importance; crucial.,非常に重要です。重要。,adjective,2636,NULL
5750,Giving an authoritative command; peremptory.,権威あるコマンドを与える;執念。,adjective,2636,NULL
5751,An essential or urgent thing.,本質的または緊急のもの。,noun,2636,NULL
5752,A verb or phrase in the imperative mood.,命令的なムードの動詞または句。,noun,2636,NULL
5753,"Relating to geometry, or according to its methods.",ジオメトリに関連して、またはその方法に従って。,adjective,2638,NULL
5754,(of a design) characterized by or decorated with regular lines and shapes.,（デザインの）規則的な線や形で特徴付けられているか、装飾されている。,adjective,2638,NULL
5755,Having started and in progress; being done or carried out.,開始して進行中。実行または実行されます。,adverb,2639,NULL
5756,(of a boat) moving through the water.,（ボートの）水の中を移動します。,adverb,2639,NULL
5757,An animal that naturally preys on others.,自然に他人を捕食する動物。,noun,2640,NULL
5758,A person or group that ruthlessly exploits others.,他人を容赦なく搾取する人物または集団。,noun,2640,NULL
5759,Appearing or occurring at intervals.,一定間隔で出現または発生します。,adjective,2641,NULL
5760,Relating to the periodic table of the elements or the pattern of chemical properties that underlies it.,元素の周期表またはその下にある化学的性質のパターンに関連する。,adjective,2641,NULL
5761,Relating to a rhetorical period.,修辞的な期間に関連する。,adjective,2641,NULL
5762,Denoting or shaped like a rectangle.,長方形のような形または形。,adjective,2642,NULL
5763,Placed or having parts placed at right angles.,配置されている、またはパーツが直角に配置されている。,adjective,2642,NULL
5764,"A very hard, granular, crystalline, igneous rock consisting mainly of quartz, mica, and feldspar and often used as a building stone.",主に石英、雲母、長石からなる非常に硬く、粒状の結晶質の火成岩で、建築用石としてよく使用されます。,noun,2643,NULL
5765,"A stock of plays, dances, or pieces that a company or a performer knows or is prepared to perform.",会社またはパフォーマーが知っているか、または実行する準備ができている演劇、ダンス、または作品のストック。,noun,2644,NULL
5766,Relating to worldly as opposed to spiritual affairs; secular.,霊的な事柄ではなく世俗的な事柄に関連すること。世俗。,adjective,2645,NULL
5767,Relating to time.,時間に関して。,adjective,2645,NULL
5768,Of or situated in the temples of the head.,頭の神殿の中にあるか。,adjective,2645,NULL
5769,A typical example or pattern of something; a model.,何かの典型的な例またはパターン。モデル。,noun,2647,NULL
5770,A set of linguistic items that form mutually exclusive choices in particular syntactic roles.,特定の構文ロールで相互に排他的な選択を形成する一連の言語項目。,noun,2647,NULL
5771,"(in the traditional grammar of Latin, Greek, and other inflected languages) a table of all the inflected forms of a particular verb, noun, or adjective, serving as a model for other words of the same conjugation or declension.",（ラテン語、ギリシャ語、およびその他の活用言語の従来の文法では）特定の動詞、名詞、または形容詞の活用形態すべての表であり、同じ活用または格変化の他の単語のモデルとして機能します。,noun,2647,NULL
5772,"Handle or control (a tool, mechanism, etc.), typically in a skillful manner.",通常は巧みな方法で（ツール、メカニズムなど）を処理または制御します。,transitive verb,2649,NULL
5773,"Control or influence (a person or situation) cleverly, unfairly, or unscrupulously.",制御または影響（人または状況）を巧妙に、不公平に、または不注意に。,transitive verb,2649,NULL
5774,"Having little or no sense, use, or purpose.",意味、使用、目的がほとんどまたはまったくない。,adjective,2650,NULL
5775,(of a contest or competitor) without a point scored.,（コンテストまたは競技者の）得点なし。,adjective,2650,NULL
5776,The comfort received by a person after a loss or disappointment.,喪失や失望の後に人が受けた慰め。,noun,2651,NULL
5777,Able to adapt or be adapted to many different functions or activities.,多くの異なる機能や活動に適応または適応できる。,adjective,2652,NULL
5778,Changeable; inconstant.,変更可能;不定。,adjective,2652,NULL
5779,Relating to a nerve or the nervous system.,神経または神経系に関連する。,adjective,2654,NULL
5780,Relating to the center or main point of interest.,中心または関心のある主要なポイントに関連する。,adjective,2655,NULL
5781,Very complicated or detailed.,非常に複雑または詳細。,adjective,2656,NULL
5782,"A defendant in a lawsuit, especially one in an appeals or divorce case.",訴訟の被告、特に上訴または離婚訴訟の被告。,noun,2657,NULL
5783,"A person who replies to something, especially one supplying information for a survey or questionnaire or responding to an advertisement.",何かに返信する人、特に調査やアンケートに情報を提供したり、広告に返信したりする人。,noun,2657,NULL
5784,In the position of defendant in a lawsuit.,訴訟で被告の立場にある。,adjective,2657,NULL
5785,"Replying to something, especially a survey or questionnaire.",何か、特に調査やアンケートへの返信。,adjective,2657,NULL
5786,"Involving or denoting a response, especially a conditioned reflex, to a specific stimulus.",特定の刺激に対する反応、特に条件反射を伴う、または示すこと。,adjective,2657,NULL
5787,"Comparable in certain respects, typically in a way which makes clearer the nature of the things compared.",特定の点で比較可能であり、通常、比較対象の性質をより明確にする方法で。,adjective,2658,NULL
5788,"A set of straps and fittings by which a horse or other draft animal is fastened to a cart, plow, etc. and is controlled by its driver.",馬やその他のドラフト動物をカートやプラウなどに固定し、ドライバーが操作するためのストラップと金具のセット。,noun,2659,NULL
5789,Put a harness on (a horse or other draft animal),ハーネスを装着する（馬または他のドラフト動物）,transitive verb,2659,NULL
5790,"Control and make use of (natural resources), especially to produce energy.",特にエネルギーを生産するために、（天然資源）を制御し、利用します。,transitive verb,2659,NULL
5791,(of a substance) easily evaporated at normal temperatures.,（物質の）常温で容易に蒸発する。,adjective,2660,NULL
5792,"Liable to change rapidly and unpredictably, especially for the worse.",特に悪化するため、急速かつ予測不能に変化する傾向があります。,adjective,2660,NULL
5793,(of a computer's memory) retaining data only as long as there is a power supply connected.,（コンピュータのメモリの）電源が接続されている間だけデータを保持します。,adjective,2660,NULL
5794,A volatile substance.,揮発性物質。,noun,2660,NULL
5795,"A hard gray rock consisting of nearly pure chert, occurring chiefly as nodules in chalk.",ほぼ純粋なチャートからなる硬い灰色の岩で、主にチョークの結節として発生します。,noun,2661,NULL
5796,"An industrial city in southeastern Michigan, an auto industry center since the Buick Company was established there in 1903; population 112,900 (est. 2008).","1903年にビュイック社が設立されて以来、自動車産業の中心地であるミシガン南東部の工業都市。人口112,900（2008年推定）。",proper noun,2661,NULL
5797,Relating to or affecting respiration or the organs of respiration.,呼吸または呼吸器官に関連または影響を与えること。,adjective,2662,NULL
5798,A threatened penalty for disobeying a law or rule.,法律または規則に違反した場合の脅迫されたペナルティ。,noun,2663,NULL
5799,Official permission or approval for an action.,アクションの公式の許可または承認。,noun,2663,NULL
5800,Give official permission or approval for (an action),（アクション）の正式な許可または承認を与える,transitive verb,2663,NULL
5801,Impose a sanction or penalty on.,制裁またはペナルティを課します。,transitive verb,2663,NULL
5802,Having exceptional talent or natural ability.,卓越した才能または自然な能力を持っている。,adjective,2665,NULL
5803,Of or appropriate to war; warlike.,戦争にふさわしい好戦的。,adjective,2666,NULL
5804,"(c.40–c.AD 104), Roman epigrammatist, born in Spain; Latin name Marcus Valerius Martialis. His 15 books of epigrams, in a variety of meters, reflect all facets of Roman life.",（西暦104年〜104年）、スペインで生まれたローマのエピグラムマティスト。ラテン語の名前はMarcus Valerius Martialisです。彼のエピグラムの15冊の本は、さまざまなメートルで、ローマ生活のすべての側面を反映しています。,proper noun,2666,NULL
5805,The chemical processes that occur within a living organism in order to maintain life.,生命を維持するために生体内で発生する化学プロセス。,noun,2667,NULL
5806,"Relating to medicinal drugs, or their preparation, use, or sale.",医薬品、またはその調製、使用、販売に関すること。,adjective,2668,NULL
5807,A compound manufactured for use as a medicinal drug.,医薬品として使用するために製造された化合物。,noun,2668,NULL
5808,Make as large or great as possible.,できるだけ大きくまたは大きくします。,transitive verb,2669,NULL
